sample_id,fold,split,multimodal_label
video_3_80,5,train,2
video_3_82,5,train,2
video_3_83,5,train,2
video_3_84,5,train,2
video_3_85,5,train,2
video_3_89,5,train,2
video_3_90,5,train,2
video_3_92,5,train,1
video_3_93,5,train,1
video_3_95,5,train,2
video_3_96,5,train,3
video_3_98,5,train,2
video_3_99,5,train,1
video_3_100,5,train,1
video_3_101,5,train,2
video_3_104,5,train,4
video_3_105,5,train,4
video_4_1,5,train,2
video_4_2,5,train,1
video_4_3,5,train,2
video_4_4,5,train,2
video_4_5,5,train,2
video_4_6,5,train,2
video_4_7,5,train,4
video_4_9,5,train,4
video_4_15,5,train,2
video_4_16,5,train,2
video_4_17,5,train,2
video_4_18,5,train,3
video_4_19,5,train,3
video_4_20,5,train,2
video_4_21,5,train,2
video_4_22,5,train,4
video_4_23,5,train,4
video_4_24,5,train,5
video_4_25,5,train,4
video_4_26,5,train,4
video_4_27,5,train,5
video_4_28,5,train,5
video_4_31,5,train,4
video_4_32,5,train,1
video_4_34,5,train,2
video_4_35,5,train,2
video_4_38,5,train,1
video_4_39,5,train,1
video_4_40,5,train,1
video_4_41,5,train,1
video_4_42,5,train,1
video_4_44,5,train,2
video_4_46,5,train,1
video_4_48,5,train,1
video_4_51,5,train,3
video_4_52,5,train,4
video_4_55,5,train,5
video_4_56,5,train,3
video_4_57,5,train,3
video_4_58,5,train,4
video_4_59,5,train,3
video_4_60,5,train,4
video_4_61,5,train,5
video_5_1,5,train,3
video_5_2,5,train,2
video_5_4,5,train,2
video_5_7,5,train,5
video_5_8,5,train,5
video_5_9,5,train,4
video_5_10,5,train,5
video_5_12,5,train,4
video_5_13,5,train,5
video_5_17,5,train,4
video_5_18,5,train,4
video_5_19,5,train,4
video_6_2,5,train,4
video_6_3,5,train,4
video_6_4,5,train,3
video_6_5,5,train,3
video_6_8,5,train,3
video_6_9,5,train,3
video_6_10,5,train,3
video_6_11,5,train,3
video_6_13,5,train,3
video_6_14,5,train,3
video_6_15,5,train,3
video_6_16,5,train,3
video_6_19,5,train,4
video_6_20,5,train,4
video_6_21,5,train,3
video_6_22,5,train,3
video_6_23,5,train,4
video_6_24,5,train,4
video_6_25,5,train,3
video_6_26,5,train,4
video_6_27,5,train,4
video_6_29,5,train,3
video_6_31,5,train,3
video_6_32,5,train,3
video_6_33,5,train,4
video_6_34,5,train,4
video_6_40,5,train,4
video_6_41,5,train,4
video_6_42,5,train,4
video_6_45,5,train,4
video_6_46,5,train,4
video_6_47,5,train,4
video_6_49,5,train,3
video_6_50,5,train,4
video_6_51,5,train,4
video_6_52,5,train,3
video_6_55,5,train,3
video_6_57,5,train,3
video_6_59,5,train,2
video_6_62,5,train,4
video_6_63,5,train,4
video_7_1,5,train,4
video_7_2,5,train,5
video_7_3,5,train,2
video_7_4,5,train,2
video_7_8,5,train,2
video_7_9,5,train,2
video_7_10,5,train,2
video_7_13,5,train,3
video_7_14,5,train,1
video_7_15,5,train,2
video_7_18,5,train,2
video_7_20,5,train,4
video_7_22,5,train,2
video_7_23,5,train,3
video_7_24,5,train,1
video_7_25,5,train,4
video_7_27,5,train,2
video_7_28,5,train,2
video_7_30,5,train,3
video_7_31,5,train,4
video_7_32,5,train,2
video_7_33,5,train,3
video_7_34,5,train,4
video_7_35,5,train,2
video_7_36,5,train,4
video_7_37,5,train,3
video_7_39,5,train,4
video_7_40,5,train,1
video_7_41,5,train,2
video_7_43,5,train,1
video_7_44,5,train,2
video_8_1,5,train,1
video_8_5,5,train,2
video_8_6,5,train,4
video_8_9,5,train,2
video_8_10,5,train,4
video_8_11,5,train,1
video_8_12,5,train,2
video_8_13,5,train,4
video_8_14,5,train,2
video_8_16,5,train,4
video_8_17,5,train,2
video_8_19,5,train,2
video_8_20,5,train,4
video_8_21,5,train,4
video_9_1,5,train,4
video_9_2,5,train,2
video_9_5,5,train,1
video_9_6,5,train,4
video_9_7,5,train,2
video_9_8,5,train,1
video_9_9,5,train,2
video_9_10,5,train,3
video_9_12,5,train,3
video_9_14,5,train,1
video_9_15,5,train,3
video_9_17,5,train,4
video_9_21,5,train,4
video_9_23,5,train,3
video_9_25,5,train,2
video_9_26,5,train,4
video_9_27,5,train,2
video_9_29,5,train,2
video_9_30,5,train,2
video_10_1,5,train,4
video_10_2,5,train,2
video_10_3,5,train,2
video_10_6,5,train,5
video_10_7,5,train,2
video_10_8,5,train,2
video_10_9,5,train,5
video_10_10,5,train,2
video_10_11,5,train,2
video_10_12,5,train,4
video_10_13,5,train,2
video_10_15,5,train,1
video_10_16,5,train,1
video_10_18,5,train,5
video_11_1,5,train,5
video_11_3,5,train,5
video_11_5,5,train,3
video_11_7,5,train,2
video_11_8,5,train,2
video_11_10,5,train,2
video_11_11,5,train,2
video_11_12,5,train,2
video_11_13,5,train,2
video_11_14,5,train,2
video_11_15,5,train,1
video_11_16,5,train,1
video_11_18,5,train,2
video_11_20,5,train,4
video_11_22,5,train,5
video_11_24,5,train,5
video_11_26,5,train,1
video_11_27,5,train,1
video_11_28,5,train,2
video_11_30,5,train,2
video_11_31,5,train,2
video_11_32,5,train,3
video_11_33,5,train,3
video_11_35,5,train,4
video_11_36,5,train,4
video_11_37,5,train,4
video_12_1,5,train,3
video_12_2,5,train,3
video_12_3,5,train,2
video_12_4,5,train,2
video_12_5,5,train,1
video_12_6,5,train,2
video_12_8,5,train,4
video_12_9,5,train,4
video_12_10,5,train,5
video_12_11,5,train,2
video_12_12,5,train,1
video_12_13,5,train,2
video_12_14,5,train,2
video_12_17,5,train,4
video_12_18,5,train,2
video_12_20,5,train,1
video_12_21,5,train,1
video_12_23,5,train,2
video_12_24,5,train,2
video_12_25,5,train,2
video_12_27,5,train,2
video_13_1,5,train,2
video_13_2,5,train,5
video_13_3,5,train,4
video_13_4,5,train,4
video_13_5,5,train,1
video_13_7,5,train,5
video_13_8,5,train,5
video_13_9,5,train,2
video_13_10,5,train,4
video_13_11,5,train,1
video_13_12,5,train,2
video_13_13,5,train,4
video_13_14,5,train,5
video_13_15,5,train,1
video_13_16,5,train,2
video_14_1,5,train,5
video_14_2,5,train,4
video_14_4,5,train,1
video_14_5,5,train,2
video_14_6,5,train,3
video_14_7,5,train,2
video_14_8,5,train,1
video_14_10,5,train,1
video_14_11,5,train,2
video_14_12,5,train,3
video_14_13,5,train,4
video_14_14,5,train,4
video_14_15,5,train,4
video_14_16,5,train,4
video_14_17,5,train,4
video_14_18,5,train,3
video_14_22,5,train,3
video_14_23,5,train,3
video_14_25,5,train,2
video_14_26,5,train,4
video_14_27,5,train,3
video_15_1,5,train,5
video_15_2,5,train,2
video_15_4,5,train,1
video_15_5,5,train,2
video_15_6,5,train,2
video_15_9,5,train,1
video_15_10,5,train,3
video_15_11,5,train,4
video_15_13,5,train,1
video_15_14,5,train,1
video_15_15,5,train,2
video_15_16,5,train,2
video_15_17,5,train,1
video_15_19,5,train,1
video_15_20,5,train,1
video_15_21,5,train,4
video_15_22,5,train,5
video_15_23,5,train,5
video_16_1,5,train,1
video_16_2,5,train,4
video_16_3,5,train,2
video_16_4,5,train,2
video_16_5,5,train,2
video_16_6,5,train,3
video_16_8,5,train,5
video_16_9,5,train,5
video_16_10,5,train,2
video_16_11,5,train,2
video_16_12,5,train,4
video_16_13,5,train,4
video_16_14,5,train,2
video_16_17,5,train,3
video_16_18,5,train,3
video_16_19,5,train,2
video_17_1,5,train,4
video_17_2,5,train,2
video_17_4,5,train,4
video_17_5,5,train,4
video_17_6,5,train,4
video_17_7,5,train,3
video_17_8,5,train,2
video_17_10,5,train,3
video_17_11,5,train,1
video_17_12,5,train,1
video_17_13,5,train,4
video_17_14,5,train,1
video_17_16,5,train,2
video_17_17,5,train,2
video_17_18,5,train,5
video_17_19,5,train,1
video_17_22,5,train,2
video_17_23,5,train,4
video_17_24,5,train,2
video_17_27,5,train,3
video_17_28,5,train,3
video_18_1,5,train,2
video_18_2,5,train,1
video_18_3,5,train,2
video_18_5,5,train,2
video_18_6,5,train,4
video_18_7,5,train,4
video_19_1,5,train,2
video_19_2,5,train,2
video_19_3,5,train,3
video_19_4,5,train,1
video_19_5,5,train,3
video_19_8,5,train,4
video_19_10,5,train,2
video_19_11,5,train,1
video_19_12,5,train,1
video_19_13,5,train,2
video_19_14,5,train,1
video_19_16,5,train,3
video_19_17,5,train,1
video_19_18,5,train,1
video_19_20,5,train,2
video_19_22,5,train,1
video_19_23,5,train,4
video_19_26,5,train,3
video_19_27,5,train,2
video_19_28,5,train,4
video_19_29,5,train,4
video_19_30,5,train,4
video_19_32,5,train,3
video_19_34,5,train,2
video_19_35,5,train,4
video_19_36,5,train,4
video_19_38,5,train,4
video_19_39,5,train,2
video_19_40,5,train,4
video_19_41,5,train,4
video_19_42,5,train,3
video_19_43,5,train,4
video_19_46,5,train,1
video_19_48,5,train,2
video_19_50,5,train,2
video_19_51,5,train,2
video_19_53,5,train,1
video_19_54,5,train,2
video_20_1,5,train,3
video_20_2,5,train,2
video_20_4,5,train,1
video_20_5,5,train,1
video_20_6,5,train,3
video_20_8,5,train,4
video_20_13,5,train,1
video_20_15,5,train,3
video_20_17,5,train,1
video_20_18,5,train,2
video_20_19,5,train,2
video_20_21,5,train,5
video_20_22,5,train,4
video_20_24,5,train,1
video_20_25,5,train,1
video_20_26,5,train,2
video_20_27,5,train,4
video_20_28,5,train,1
video_20_29,5,train,3
video_20_30,5,train,3
video_20_31,5,train,1
video_20_32,5,train,4
video_20_33,5,train,3
video_20_34,5,train,1
video_20_35,5,train,1
video_20_37,5,train,2
video_20_38,5,train,1
video_20_42,5,train,1
video_20_44,5,train,2
video_20_45,5,train,1
video_20_47,5,train,3
video_20_49,5,train,3
video_20_50,5,train,2
video_20_51,5,train,2
video_20_54,5,train,1
video_20_55,5,train,4
video_20_57,5,train,2
video_20_61,5,train,3
video_20_62,5,train,3
video_20_63,5,train,2
video_20_64,5,train,4
video_20_65,5,train,2
video_20_68,5,train,2
video_20_69,5,train,4
video_20_71,5,train,3
video_20_72,5,train,3
video_20_73,5,train,3
video_20_75,5,train,5
video_20_76,5,train,3
video_20_78,5,train,3
video_20_80,5,train,1
video_20_82,5,train,2
video_21_2,5,train,2
video_21_4,5,train,2
video_21_5,5,train,2
video_21_7,5,train,2
video_21_8,5,train,1
video_21_9,5,train,2
video_21_13,5,train,1
video_21_14,5,train,2
video_21_18,5,train,3
video_21_19,5,train,2
video_21_20,5,train,2
video_21_21,5,train,2
video_21_22,5,train,2
video_21_23,5,train,3
video_21_24,5,train,3
video_21_25,5,train,2
video_22_3,5,train,2
video_22_4,5,train,3
video_22_5,5,train,2
video_22_6,5,train,4
video_22_8,5,train,3
video_22_9,5,train,2
video_22_10,5,train,4
video_22_11,5,train,3
video_22_12,5,train,4
video_22_13,5,train,3
video_22_15,5,train,4
video_22_16,5,train,4
video_22_17,5,train,3
video_22_19,5,train,5
video_22_20,5,train,1
video_22_21,5,train,2
video_22_22,5,train,3
video_22_24,5,train,4
video_22_25,5,train,5
video_23_1,5,train,2
video_23_2,5,train,4
video_23_3,5,train,1
video_23_4,5,train,1
video_23_5,5,train,1
video_23_6,5,train,2
video_23_7,5,train,2
video_23_8,5,train,4
video_23_9,5,train,1
video_23_10,5,train,2
video_23_12,5,train,4
video_23_13,5,train,5
video_23_14,5,train,5
video_23_17,5,train,2
video_23_19,5,train,4
video_23_21,5,train,2
video_23_22,5,train,3
video_23_25,5,train,4
video_23_27,5,train,3
video_23_28,5,train,3
video_23_29,5,train,3
video_23_30,5,train,3
video_23_31,5,train,4
video_23_32,5,train,4
video_23_33,5,train,2
video_23_34,5,train,3
video_23_39,5,train,2
video_23_40,5,train,2
video_23_41,5,train,2
video_23_42,5,train,2
video_23_44,5,train,2
video_23_46,5,train,2
video_23_47,5,train,2
video_23_48,5,train,2
video_23_49,5,train,1
video_23_51,5,train,2
video_23_53,5,train,2
video_23_55,5,train,1
video_24_1,5,train,1
video_24_3,5,train,2
video_24_4,5,train,1
video_24_5,5,train,2
video_24_7,5,train,2
video_24_9,5,train,2
video_24_10,5,train,3
video_24_11,5,train,3
video_24_12,5,train,3
video_24_13,5,train,4
video_24_14,5,train,4
video_24_15,5,train,4
video_24_17,5,train,4
video_24_18,5,train,4
video_24_19,5,train,4
video_24_20,5,train,4
video_24_22,5,train,3
video_24_23,5,train,5
video_24_24,5,train,3
video_25_1,5,train,5
video_25_3,5,train,3
video_25_4,5,train,5
video_25_5,5,train,3
video_25_6,5,train,3
video_25_7,5,train,2
video_25_10,5,train,4
video_25_11,5,train,2
video_25_12,5,train,5
video_25_13,5,train,5
video_25_14,5,train,4
video_25_15,5,train,3
video_25_17,5,train,2
video_25_18,5,train,5
video_25_19,5,train,4
video_25_21,5,train,3
video_25_24,5,train,4
video_25_25,5,train,5
video_25_26,5,train,4
video_25_28,5,train,4
video_25_30,5,train,3
video_25_32,5,train,3
video_25_33,5,train,2
video_25_34,5,train,1
video_25_35,5,train,1
video_25_36,5,train,4
video_25_39,5,train,5
video_25_43,5,train,5
video_25_44,5,train,4
video_25_46,5,train,4
video_25_47,5,train,4
video_25_48,5,train,3
video_25_49,5,train,2
video_25_50,5,train,2
video_25_51,5,train,3
video_25_54,5,train,5
video_25_55,5,train,4
video_25_56,5,train,4
video_25_59,5,train,4
video_25_60,5,train,4
video_25_64,5,train,4
video_25_66,5,train,4
video_25_67,5,train,4
video_26_1,5,train,2
video_26_3,5,train,2
video_26_4,5,train,3
video_26_5,5,train,3
video_26_6,5,train,3
video_26_7,5,train,1
video_26_8,5,train,2
video_26_9,5,train,2
video_26_10,5,train,3
video_26_13,5,train,2
video_26_14,5,train,2
video_26_15,5,train,1
video_26_17,5,train,1
video_26_19,5,train,2
video_26_20,5,train,1
video_26_21,5,train,2
video_26_22,5,train,5
video_26_23,5,train,2
video_26_25,5,train,2
video_26_28,5,train,2
video_26_29,5,train,1
video_26_33,5,train,3
video_26_34,5,train,2
video_26_36,5,train,2
video_26_37,5,train,2
video_26_38,5,train,3
video_26_41,5,train,4
video_26_42,5,train,3
video_26_43,5,train,1
video_26_44,5,train,4
video_26_45,5,train,1
video_26_46,5,train,4
video_26_47,5,train,4
video_26_49,5,train,4
video_26_50,5,train,1
video_26_51,5,train,2
video_26_52,5,train,5
video_26_53,5,train,5
video_26_56,5,train,1
video_26_61,5,train,1
video_26_62,5,train,1
video_26_63,5,train,2
video_26_64,5,train,1
video_26_65,5,train,1
video_26_66,5,train,4
video_26_67,5,train,1
video_26_68,5,train,1
video_26_69,5,train,2
video_26_70,5,train,1
video_27_3,5,train,2
video_27_4,5,train,3
video_27_6,5,train,4
video_27_8,5,train,4
video_27_9,5,train,4
video_27_10,5,train,4
video_27_11,5,train,5
video_27_12,5,train,5
video_27_13,5,train,5
video_27_14,5,train,5
video_27_15,5,train,4
video_27_16,5,train,4
video_27_17,5,train,4
video_27_20,5,train,4
video_27_22,5,train,3
video_27_23,5,train,3
video_27_25,5,train,3
video_27_27,5,train,3
video_27_30,5,train,2
video_27_31,5,train,4
video_27_32,5,train,1
video_27_33,5,train,2
video_27_34,5,train,5
video_27_36,5,train,4
video_27_37,5,train,4
video_27_39,5,train,4
video_27_40,5,train,5
video_27_41,5,train,1
video_27_43,5,train,5
video_27_45,5,train,5
video_27_46,5,train,5
video_27_48,5,train,3
video_27_50,5,train,3
video_27_52,5,train,4
video_27_53,5,train,4
video_27_54,5,train,3
video_1_7,5,validation,2
video_1_11,5,validation,3
video_1_25,5,validation,1
video_2_7,5,validation,5
video_2_9,5,validation,4
video_2_11,5,validation,5
video_2_25,5,validation,3
video_3_8,5,validation,2
video_3_23,5,validation,2
video_3_58,5,validation,1
video_3_59,5,validation,2
video_3_81,5,validation,1
video_3_86,5,validation,2
video_3_87,5,validation,2
video_3_91,5,validation,1
video_4_11,5,validation,2
video_4_29,5,validation,5
video_4_30,5,validation,5
video_4_43,5,validation,1
video_4_47,5,validation,1
video_5_3,5,validation,4
video_5_5,5,validation,3
video_5_11,5,validation,5
video_5_14,5,validation,4
video_5_15,5,validation,5
video_6_7,5,validation,3
video_6_30,5,validation,3
video_6_37,5,validation,4
video_6_38,5,validation,4
video_6_54,5,validation,3
video_6_60,5,validation,2
video_7_5,5,validation,2
video_7_11,5,validation,2
video_7_17,5,validation,2
video_7_38,5,validation,4
video_7_42,5,validation,4
video_8_2,5,validation,4
video_8_7,5,validation,1
video_8_8,5,validation,2
video_8_15,5,validation,2
video_9_3,5,validation,4
video_9_19,5,validation,3
video_9_20,5,validation,2
video_9_22,5,validation,2
video_9_28,5,validation,4
video_9_31,5,validation,1
video_9_32,5,validation,4
video_10_4,5,validation,2
video_10_5,5,validation,4
video_11_2,5,validation,5
video_11_23,5,validation,4
video_11_25,5,validation,3
video_12_15,5,validation,2
video_14_19,5,validation,4
video_14_21,5,validation,3
video_15_8,5,validation,2
video_17_15,5,validation,2
video_17_25,5,validation,4
video_18_4,5,validation,1
video_19_7,5,validation,3
video_19_45,5,validation,1
video_19_52,5,validation,2
video_19_55,5,validation,4
video_20_7,5,validation,3
video_20_10,5,validation,3
video_20_12,5,validation,3
video_20_16,5,validation,1
video_20_20,5,validation,2
video_20_36,5,validation,2
video_20_40,5,validation,2
video_20_43,5,validation,2
video_20_52,5,validation,1
video_20_53,5,validation,1
video_20_58,5,validation,2
video_20_59,5,validation,2
video_20_67,5,validation,4
video_20_77,5,validation,3
video_20_83,5,validation,1
video_21_3,5,validation,3
video_21_11,5,validation,2
video_21_15,5,validation,3
video_21_16,5,validation,3
video_22_2,5,validation,1
video_22_7,5,validation,2
video_22_18,5,validation,4
video_23_11,5,validation,1
video_23_18,5,validation,2
video_25_16,5,validation,3
video_25_22,5,validation,4
video_25_27,5,validation,4
video_25_29,5,validation,4
video_25_37,5,validation,4
video_25_41,5,validation,5
video_25_61,5,validation,5
video_25_62,5,validation,5
video_25_63,5,validation,4
video_26_2,5,validation,3
video_26_18,5,validation,1
video_26_35,5,validation,2
video_26_55,5,validation,2
video_26_59,5,validation,2
video_26_60,5,validation,3
video_27_7,5,validation,4
video_27_18,5,validation,4
video_27_24,5,validation,3
video_27_26,5,validation,3
video_27_35,5,validation,4
video_27_47,5,validation,4
video_27_49,5,validation,2
video_1_1,5,test,4
video_1_8,5,test,1
video_1_14,5,test,2
video_1_16,5,test,5
video_1_26,5,test,4
video_2_8,5,test,4
video_2_12,5,test,5
video_2_18,5,test,2
video_2_27,5,test,4
video_2_31,5,test,2
video_2_34,5,test,3
video_2_40,5,test,3
video_3_6,5,test,1
video_3_9,5,test,3
video_3_10,5,test,3
video_3_13,5,test,3
video_3_15,5,test,3
video_3_17,5,test,2
video_3_24,5,test,1
video_3_27,5,test,1
video_3_31,5,test,2
video_3_32,5,test,1
video_3_33,5,test,2
video_3_37,5,test,2
video_3_46,5,test,4
video_3_64,5,test,1
video_3_65,5,test,3
video_3_79,5,test,1
video_3_88,5,test,1
video_3_94,5,test,1
video_3_97,5,test,2
video_3_102,5,test,2
video_3_103,5,test,2
video_4_8,5,test,5
video_4_10,5,test,2
video_4_12,5,test,4
video_4_13,5,test,4
video_4_14,5,test,2
video_4_33,5,test,1
video_4_36,5,test,1
video_4_37,5,test,1
video_4_45,5,test,1
video_4_49,5,test,4
video_4_50,5,test,3
video_4_53,5,test,4
video_4_54,5,test,4
video_5_6,5,test,5
video_5_16,5,test,4
video_6_1,5,test,3
video_6_6,5,test,3
video_6_12,5,test,3
video_6_17,5,test,3
video_6_18,5,test,3
video_6_28,5,test,3
video_6_35,5,test,3
video_6_36,5,test,3
video_6_39,5,test,4
video_6_43,5,test,4
video_6_44,5,test,4
video_6_48,5,test,5
video_6_53,5,test,3
video_6_56,5,test,4
video_6_58,5,test,2
video_6_61,5,test,4
video_7_6,5,test,3
video_7_7,5,test,2
video_7_12,5,test,2
video_7_16,5,test,2
video_7_19,5,test,5
video_7_21,5,test,5
video_7_26,5,test,1
video_7_29,5,test,3
video_8_3,5,test,2
video_8_4,5,test,2
video_8_18,5,test,2
video_9_4,5,test,2
video_9_11,5,test,4
video_9_13,5,test,4
video_9_16,5,test,4
video_9_18,5,test,3
video_9_24,5,test,2
video_9_33,5,test,2
video_10_14,5,test,2
video_10_17,5,test,2
video_10_19,5,test,5
video_11_4,5,test,5
video_11_6,5,test,3
video_11_9,5,test,2
video_11_17,5,test,1
video_11_19,5,test,1
video_11_21,5,test,2
video_11_29,5,test,1
video_11_34,5,test,3
video_12_7,5,test,4
video_12_16,5,test,2
video_12_19,5,test,1
video_12_22,5,test,1
video_12_26,5,test,2
video_13_6,5,test,2
video_14_3,5,test,2
video_14_9,5,test,5
video_14_20,5,test,3
video_14_24,5,test,4
video_15_3,5,test,1
video_15_7,5,test,4
video_15_12,5,test,3
video_15_18,5,test,1
video_16_7,5,test,4
video_16_15,5,test,2
video_16_16,5,test,5
video_16_20,5,test,2
video_17_3,5,test,2
video_17_9,5,test,2
video_17_20,5,test,2
video_17_21,5,test,2
video_17_26,5,test,2
video_17_29,5,test,3
video_19_6,5,test,2
video_19_9,5,test,2
video_19_15,5,test,1
video_19_19,5,test,4
video_19_21,5,test,3
video_19_24,5,test,3
video_19_25,5,test,2
video_19_31,5,test,2
video_19_33,5,test,4
video_19_37,5,test,4
video_19_44,5,test,5
video_19_47,5,test,1
video_19_49,5,test,3
video_20_3,5,test,1
video_20_9,5,test,3
video_20_11,5,test,4
video_20_14,5,test,4
video_20_23,5,test,1
video_20_39,5,test,3
video_20_41,5,test,2
video_20_46,5,test,4
video_20_48,5,test,3
video_20_56,5,test,1
video_20_60,5,test,1
video_20_66,5,test,2
video_20_70,5,test,2
video_20_74,5,test,4
video_20_79,5,test,3
video_20_81,5,test,2
video_21_1,5,test,2
video_21_6,5,test,2
video_21_10,5,test,2
video_21_12,5,test,2
video_21_17,5,test,3
video_22_1,5,test,2
video_22_14,5,test,3
video_22_23,5,test,2
video_23_15,5,test,3
video_23_16,5,test,2
video_23_20,5,test,4
video_23_23,5,test,4
video_23_24,5,test,4
video_23_26,5,test,3
video_23_35,5,test,3
video_23_36,5,test,2
video_23_37,5,test,3
video_23_38,5,test,2
video_23_43,5,test,3
video_23_45,5,test,2
video_23_50,5,test,1
video_23_52,5,test,3
video_23_54,5,test,2
video_24_2,5,test,3
video_24_6,5,test,1
video_24_8,5,test,2
video_24_16,5,test,3
video_24_21,5,test,3
video_25_2,5,test,4
video_25_8,5,test,4
video_25_9,5,test,5
video_25_20,5,test,5
video_25_23,5,test,4
video_25_31,5,test,5
video_25_38,5,test,3
video_25_40,5,test,4
video_25_42,5,test,4
video_25_45,5,test,4
video_25_52,5,test,4
video_25_53,5,test,5
video_25_57,5,test,5
video_25_58,5,test,5
video_25_65,5,test,4
video_25_68,5,test,4
video_25_69,5,test,4
video_26_11,5,test,4
video_26_12,5,test,4
video_26_16,5,test,1
video_26_24,5,test,2
video_26_26,5,test,2
video_26_27,5,test,2
video_26_30,5,test,1
video_26_31,5,test,1
video_26_32,5,test,1
video_26_39,5,test,2
video_26_40,5,test,1
video_26_48,5,test,5
video_26_54,5,test,2
video_26_57,5,test,2
video_26_58,5,test,2
video_27_1,5,test,4
video_27_2,5,test,4
video_27_5,5,test,4
video_27_19,5,test,4
video_27_21,5,test,4
video_27_28,5,test,4
video_27_29,5,test,5
video_27_38,5,test,4
video_27_42,5,test,1
video_27_44,5,test,2
video_27_51,5,test,4
