sample_id,fold,split,multimodal_label
video_13_12,4,train,2
video_13_13,4,train,4
video_13_14,4,train,5
video_13_15,4,train,1
video_14_1,4,train,5
video_14_3,4,train,2
video_14_4,4,train,1
video_14_5,4,train,2
video_14_7,4,train,2
video_14_9,4,train,5
video_14_10,4,train,1
video_14_11,4,train,2
video_14_12,4,train,3
video_14_13,4,train,4
video_14_14,4,train,4
video_14_15,4,train,4
video_14_17,4,train,4
video_14_18,4,train,3
video_14_19,4,train,4
video_14_20,4,train,3
video_14_21,4,train,3
video_14_22,4,train,3
video_14_23,4,train,3
video_14_25,4,train,2
video_14_27,4,train,3
video_15_1,4,train,5
video_15_2,4,train,2
video_15_3,4,train,1
video_15_5,4,train,2
video_15_7,4,train,4
video_15_10,4,train,3
video_15_11,4,train,4
video_15_12,4,train,3
video_15_13,4,train,1
video_15_14,4,train,1
video_15_16,4,train,2
video_15_17,4,train,1
video_15_18,4,train,1
video_15_19,4,train,1
video_15_20,4,train,1
video_15_21,4,train,4
video_15_22,4,train,5
video_15_23,4,train,5
video_16_1,4,train,1
video_16_2,4,train,4
video_16_3,4,train,2
video_16_4,4,train,2
video_16_5,4,train,2
video_16_7,4,train,4
video_16_9,4,train,5
video_16_11,4,train,2
video_16_12,4,train,4
video_16_14,4,train,2
video_16_15,4,train,2
video_16_16,4,train,5
video_16_18,4,train,3
video_16_19,4,train,2
video_16_20,4,train,2
video_17_1,4,train,4
video_17_3,4,train,2
video_17_4,4,train,4
video_17_5,4,train,4
video_17_6,4,train,4
video_17_7,4,train,3
video_17_10,4,train,3
video_17_11,4,train,1
video_17_12,4,train,1
video_17_13,4,train,4
video_17_14,4,train,1
video_17_15,4,train,2
video_17_16,4,train,2
video_17_17,4,train,2
video_17_18,4,train,5
video_17_19,4,train,1
video_17_20,4,train,2
video_17_21,4,train,2
video_17_23,4,train,4
video_17_24,4,train,2
video_17_25,4,train,4
video_17_26,4,train,2
video_17_27,4,train,3
video_17_28,4,train,3
video_17_29,4,train,3
video_18_4,4,train,1
video_18_5,4,train,2
video_18_6,4,train,4
video_18_7,4,train,4
video_19_1,4,train,2
video_19_3,4,train,3
video_19_5,4,train,3
video_19_6,4,train,2
video_19_7,4,train,3
video_19_8,4,train,4
video_19_9,4,train,2
video_19_10,4,train,2
video_19_11,4,train,1
video_19_13,4,train,2
video_19_14,4,train,1
video_19_15,4,train,1
video_19_16,4,train,3
video_19_18,4,train,1
video_19_19,4,train,4
video_19_20,4,train,2
video_19_21,4,train,3
video_19_26,4,train,3
video_19_29,4,train,4
video_19_30,4,train,4
video_19_31,4,train,2
video_19_32,4,train,3
video_19_33,4,train,4
video_19_34,4,train,2
video_19_35,4,train,4
video_19_36,4,train,4
video_19_37,4,train,4
video_19_38,4,train,4
video_19_40,4,train,4
video_19_41,4,train,4
video_19_42,4,train,3
video_19_44,4,train,5
video_19_45,4,train,1
video_19_46,4,train,1
video_19_47,4,train,1
video_19_48,4,train,2
video_19_50,4,train,2
video_19_51,4,train,2
video_19_52,4,train,2
video_19_54,4,train,2
video_19_55,4,train,4
video_20_1,4,train,3
video_20_2,4,train,2
video_20_3,4,train,1
video_20_4,4,train,1
video_20_5,4,train,1
video_20_6,4,train,3
video_20_7,4,train,3
video_20_9,4,train,3
video_20_11,4,train,4
video_20_12,4,train,3
video_20_13,4,train,1
video_20_16,4,train,1
video_20_17,4,train,1
video_20_18,4,train,2
video_20_19,4,train,2
video_20_20,4,train,2
video_20_21,4,train,5
video_20_22,4,train,4
video_20_23,4,train,1
video_20_24,4,train,1
video_20_25,4,train,1
video_20_27,4,train,4
video_20_28,4,train,1
video_20_29,4,train,3
video_20_30,4,train,3
video_20_32,4,train,4
video_20_34,4,train,1
video_20_36,4,train,2
video_20_38,4,train,1
video_20_39,4,train,3
video_20_40,4,train,2
video_20_42,4,train,1
video_20_43,4,train,2
video_20_44,4,train,2
video_20_45,4,train,1
video_20_46,4,train,4
video_20_49,4,train,3
video_20_50,4,train,2
video_20_51,4,train,2
video_20_52,4,train,1
video_20_53,4,train,1
video_20_55,4,train,4
video_20_56,4,train,1
video_20_57,4,train,2
video_20_58,4,train,2
video_20_60,4,train,1
video_20_61,4,train,3
video_20_64,4,train,4
video_20_65,4,train,2
video_20_66,4,train,2
video_20_68,4,train,2
video_20_70,4,train,2
video_20_72,4,train,3
video_20_73,4,train,3
video_20_75,4,train,5
video_20_76,4,train,3
video_20_78,4,train,3
video_20_79,4,train,3
video_20_80,4,train,1
video_20_81,4,train,2
video_21_1,4,train,2
video_21_2,4,train,2
video_21_3,4,train,3
video_21_4,4,train,2
video_21_5,4,train,2
video_21_6,4,train,2
video_21_8,4,train,1
video_21_10,4,train,2
video_21_11,4,train,2
video_21_17,4,train,3
video_21_19,4,train,2
video_21_20,4,train,2
video_21_22,4,train,2
video_21_23,4,train,3
video_21_24,4,train,3
video_21_25,4,train,2
video_22_1,4,train,2
video_22_5,4,train,2
video_22_7,4,train,2
video_22_8,4,train,3
video_22_9,4,train,2
video_22_10,4,train,4
video_22_12,4,train,4
video_22_13,4,train,3
video_22_14,4,train,3
video_22_16,4,train,4
video_22_17,4,train,3
video_22_18,4,train,4
video_22_20,4,train,1
video_22_21,4,train,2
video_22_22,4,train,3
video_22_23,4,train,2
video_22_24,4,train,4
video_22_25,4,train,5
video_23_1,4,train,2
video_23_4,4,train,1
video_23_5,4,train,1
video_23_7,4,train,2
video_23_8,4,train,4
video_23_9,4,train,1
video_23_11,4,train,1
video_23_12,4,train,4
video_23_13,4,train,5
video_23_14,4,train,5
video_23_15,4,train,3
video_23_16,4,train,2
video_23_17,4,train,2
video_23_18,4,train,2
video_23_20,4,train,4
video_23_21,4,train,2
video_23_22,4,train,3
video_23_23,4,train,4
video_23_24,4,train,4
video_23_25,4,train,4
video_23_26,4,train,3
video_23_28,4,train,3
video_23_31,4,train,4
video_23_33,4,train,2
video_23_34,4,train,3
video_23_35,4,train,3
video_23_36,4,train,2
video_23_37,4,train,3
video_23_38,4,train,2
video_23_39,4,train,2
video_23_41,4,train,2
video_23_42,4,train,2
video_23_43,4,train,3
video_23_44,4,train,2
video_23_45,4,train,2
video_23_46,4,train,2
video_23_48,4,train,2
video_23_50,4,train,1
video_23_51,4,train,2
video_23_52,4,train,3
video_23_53,4,train,2
video_23_54,4,train,2
video_24_1,4,train,1
video_24_2,4,train,3
video_24_3,4,train,2
video_24_4,4,train,1
video_24_8,4,train,2
video_24_10,4,train,3
video_24_12,4,train,3
video_24_13,4,train,4
video_24_14,4,train,4
video_24_16,4,train,3
video_24_17,4,train,4
video_24_19,4,train,4
video_24_22,4,train,3
video_24_23,4,train,5
video_25_1,4,train,5
video_25_2,4,train,4
video_25_3,4,train,3
video_25_4,4,train,5
video_25_6,4,train,3
video_25_7,4,train,2
video_25_8,4,train,4
video_25_9,4,train,5
video_25_10,4,train,4
video_25_11,4,train,2
video_25_12,4,train,5
video_25_13,4,train,5
video_25_14,4,train,4
video_25_16,4,train,3
video_25_17,4,train,2
video_25_20,4,train,5
video_25_22,4,train,4
video_25_23,4,train,4
video_25_24,4,train,4
video_25_25,4,train,5
video_25_26,4,train,4
video_25_27,4,train,4
video_25_28,4,train,4
video_25_29,4,train,4
video_25_30,4,train,3
video_25_32,4,train,3
video_25_35,4,train,1
video_25_37,4,train,4
video_25_38,4,train,3
video_25_39,4,train,5
video_25_40,4,train,4
video_25_41,4,train,5
video_25_42,4,train,4
video_25_43,4,train,5
video_25_45,4,train,4
video_25_47,4,train,4
video_25_48,4,train,3
video_25_49,4,train,2
video_25_50,4,train,2
video_25_52,4,train,4
video_25_54,4,train,5
video_25_55,4,train,4
video_25_56,4,train,4
video_25_57,4,train,5
video_25_59,4,train,4
video_25_62,4,train,5
video_25_65,4,train,4
video_25_66,4,train,4
video_25_68,4,train,4
video_25_69,4,train,4
video_26_1,4,train,2
video_26_4,4,train,3
video_26_5,4,train,3
video_26_6,4,train,3
video_26_7,4,train,1
video_26_10,4,train,3
video_26_11,4,train,4
video_26_12,4,train,4
video_26_13,4,train,2
video_26_14,4,train,2
video_26_15,4,train,1
video_26_16,4,train,1
video_26_17,4,train,1
video_26_18,4,train,1
video_26_19,4,train,2
video_26_20,4,train,1
video_26_21,4,train,2
video_26_22,4,train,5
video_26_24,4,train,2
video_26_25,4,train,2
video_26_26,4,train,2
video_26_27,4,train,2
video_26_28,4,train,2
video_26_29,4,train,1
video_26_30,4,train,1
video_26_31,4,train,1
video_26_32,4,train,1
video_26_33,4,train,3
video_26_37,4,train,2
video_26_38,4,train,3
video_26_39,4,train,2
video_26_41,4,train,4
video_26_42,4,train,3
video_26_44,4,train,4
video_26_45,4,train,1
video_26_46,4,train,4
video_26_48,4,train,5
video_26_50,4,train,1
video_26_51,4,train,2
video_26_52,4,train,5
video_26_54,4,train,2
video_26_56,4,train,1
video_26_57,4,train,2
video_26_58,4,train,2
video_26_60,4,train,3
video_26_61,4,train,1
video_26_62,4,train,1
video_26_63,4,train,2
video_26_65,4,train,1
video_26_66,4,train,4
video_26_67,4,train,1
video_26_69,4,train,2
video_27_1,4,train,4
video_27_2,4,train,4
video_27_4,4,train,3
video_27_6,4,train,4
video_27_8,4,train,4
video_27_11,4,train,5
video_27_12,4,train,5
video_27_14,4,train,5
video_27_17,4,train,4
video_27_18,4,train,4
video_27_19,4,train,4
video_27_20,4,train,4
video_27_21,4,train,4
video_27_22,4,train,3
video_27_23,4,train,3
video_27_25,4,train,3
video_27_28,4,train,4
video_27_29,4,train,5
video_27_31,4,train,4
video_27_32,4,train,1
video_27_33,4,train,2
video_27_38,4,train,4
video_27_39,4,train,4
video_27_40,4,train,5
video_27_41,4,train,1
video_27_42,4,train,1
video_27_43,4,train,5
video_27_44,4,train,2
video_27_46,4,train,5
video_27_47,4,train,4
video_27_48,4,train,3
video_27_49,4,train,2
video_27_51,4,train,4
video_27_52,4,train,4
video_27_54,4,train,3
video_1_8,4,validation,1
video_1_9,4,validation,3
video_1_13,4,validation,2
video_1_14,4,validation,2
video_1_18,4,validation,3
video_2_3,4,validation,4
video_2_42,4,validation,3
video_3_15,4,validation,3
video_3_16,4,validation,2
video_3_19,4,validation,1
video_3_22,4,validation,4
video_3_27,4,validation,1
video_3_50,4,validation,5
video_3_55,4,validation,5
video_3_58,4,validation,1
video_3_97,4,validation,2
video_3_98,4,validation,2
video_3_101,4,validation,2
video_4_5,4,validation,2
video_4_10,4,validation,2
video_4_15,4,validation,2
video_4_40,4,validation,1
video_4_44,4,validation,2
video_4_46,4,validation,1
video_4_50,4,validation,3
video_4_51,4,validation,3
video_4_52,4,validation,4
video_4_53,4,validation,4
video_6_21,4,validation,3
video_6_31,4,validation,3
video_6_33,4,validation,4
video_6_37,4,validation,4
video_7_2,4,validation,5
video_7_13,4,validation,3
video_7_19,4,validation,5
video_7_21,4,validation,5
video_7_32,4,validation,2
video_7_33,4,validation,3
video_7_39,4,validation,4
video_9_3,4,validation,4
video_9_14,4,validation,1
video_9_17,4,validation,4
video_9_22,4,validation,2
video_10_9,4,validation,5
video_11_28,4,validation,2
video_12_1,4,validation,3
video_12_4,4,validation,2
video_12_6,4,validation,2
video_12_13,4,validation,2
video_13_3,4,validation,4
video_13_16,4,validation,2
video_14_24,4,validation,4
video_15_4,4,validation,1
video_15_6,4,validation,2
video_15_8,4,validation,2
video_15_15,4,validation,2
video_16_8,4,validation,5
video_16_17,4,validation,3
video_17_9,4,validation,2
video_18_1,4,validation,2
video_18_2,4,validation,1
video_19_23,4,validation,4
video_19_24,4,validation,3
video_19_25,4,validation,2
video_19_39,4,validation,2
video_19_49,4,validation,3
video_19_53,4,validation,1
video_20_14,4,validation,4
video_20_31,4,validation,1
video_20_35,4,validation,1
video_20_37,4,validation,2
video_20_41,4,validation,2
video_20_48,4,validation,3
video_20_54,4,validation,1
video_20_59,4,validation,2
video_20_67,4,validation,4
video_20_69,4,validation,4
video_20_74,4,validation,4
video_20_82,4,validation,2
video_21_7,4,validation,2
video_21_12,4,validation,2
video_21_15,4,validation,3
video_22_15,4,validation,4
video_23_2,4,validation,4
video_23_3,4,validation,1
video_23_30,4,validation,3
video_24_5,4,validation,2
video_24_6,4,validation,1
video_24_11,4,validation,3
video_24_21,4,validation,3
video_24_24,4,validation,3
video_25_19,4,validation,4
video_25_31,4,validation,5
video_25_33,4,validation,2
video_25_36,4,validation,4
video_25_51,4,validation,3
video_25_53,4,validation,5
video_25_58,4,validation,5
video_25_60,4,validation,4
video_25_63,4,validation,4
video_26_8,4,validation,2
video_26_40,4,validation,1
video_26_70,4,validation,1
video_27_5,4,validation,4
video_27_10,4,validation,4
video_27_24,4,validation,3
video_27_35,4,validation,4
video_27_37,4,validation,4
video_27_53,4,validation,4
video_1_7,4,test,2
video_1_10,4,test,3
video_1_11,4,test,3
video_1_12,4,test,2
video_1_22,4,test,2
video_1_24,4,test,4
video_1_25,4,test,1
video_2_7,4,test,5
video_2_15,4,test,4
video_2_16,4,test,5
video_2_20,4,test,3
video_2_22,4,test,3
video_2_32,4,test,3
video_2_33,4,test,3
video_2_39,4,test,4
video_2_41,4,test,4
video_3_1,4,test,4
video_3_2,4,test,2
video_3_7,4,test,1
video_3_11,4,test,3
video_3_21,4,test,4
video_3_23,4,test,2
video_3_25,4,test,2
video_3_28,4,test,2
video_3_34,4,test,2
video_3_38,4,test,2
video_3_41,4,test,3
video_3_48,4,test,4
video_3_52,4,test,5
video_3_63,4,test,1
video_3_66,4,test,2
video_3_68,4,test,1
video_3_70,4,test,2
video_3_73,4,test,1
video_3_74,4,test,1
video_3_82,4,test,2
video_3_90,4,test,2
video_3_92,4,test,1
video_3_93,4,test,1
video_3_96,4,test,3
video_3_99,4,test,1
video_3_100,4,test,1
video_4_4,4,test,2
video_4_7,4,test,4
video_4_11,4,test,2
video_4_17,4,test,2
video_4_24,4,test,5
video_4_25,4,test,4
video_4_27,4,test,5
video_4_35,4,test,2
video_4_39,4,test,1
video_4_43,4,test,1
video_4_48,4,test,1
video_4_58,4,test,4
video_4_61,4,test,5
video_5_3,4,test,4
video_5_5,4,test,3
video_5_9,4,test,4
video_5_11,4,test,5
video_5_13,4,test,5
video_5_14,4,test,4
video_5_18,4,test,4
video_6_10,4,test,3
video_6_11,4,test,3
video_6_14,4,test,3
video_6_19,4,test,4
video_6_23,4,test,4
video_6_26,4,test,4
video_6_30,4,test,3
video_6_45,4,test,4
video_6_52,4,test,3
video_6_54,4,test,3
video_6_59,4,test,2
video_6_60,4,test,2
video_7_10,4,test,2
video_7_23,4,test,3
video_7_24,4,test,1
video_7_27,4,test,2
video_7_41,4,test,2
video_7_42,4,test,4
video_7_43,4,test,1
video_8_1,4,test,1
video_8_10,4,test,4
video_8_16,4,test,4
video_8_19,4,test,2
video_9_1,4,test,4
video_9_2,4,test,2
video_9_10,4,test,3
video_9_12,4,test,3
video_9_21,4,test,4
video_9_23,4,test,3
video_9_25,4,test,2
video_9_28,4,test,4
video_9_30,4,test,2
video_9_32,4,test,4
video_10_1,4,test,4
video_10_3,4,test,2
video_10_4,4,test,2
video_10_10,4,test,2
video_10_15,4,test,1
video_10_18,4,test,5
video_11_8,4,test,2
video_11_10,4,test,2
video_11_13,4,test,2
video_11_15,4,test,1
video_11_18,4,test,2
video_11_23,4,test,4
video_11_24,4,test,5
video_11_26,4,test,1
video_11_32,4,test,3
video_11_36,4,test,4
video_11_37,4,test,4
video_12_3,4,test,2
video_12_10,4,test,5
video_12_11,4,test,2
video_12_14,4,test,2
video_12_21,4,test,1
video_12_27,4,test,2
video_13_2,4,test,5
video_13_7,4,test,5
video_14_2,4,test,4
video_14_6,4,test,3
video_14_8,4,test,1
video_14_16,4,test,4
video_14_26,4,test,4
video_15_9,4,test,1
video_16_6,4,test,3
video_16_10,4,test,2
video_16_13,4,test,4
video_17_2,4,test,2
video_17_8,4,test,2
video_17_22,4,test,2
video_18_3,4,test,2
video_19_2,4,test,2
video_19_4,4,test,1
video_19_12,4,test,1
video_19_17,4,test,1
video_19_22,4,test,1
video_19_27,4,test,2
video_19_28,4,test,4
video_19_43,4,test,4
video_20_8,4,test,4
video_20_10,4,test,3
video_20_15,4,test,3
video_20_26,4,test,2
video_20_33,4,test,3
video_20_47,4,test,3
video_20_62,4,test,3
video_20_63,4,test,2
video_20_71,4,test,3
video_20_77,4,test,3
video_20_83,4,test,1
video_21_9,4,test,2
video_21_13,4,test,1
video_21_14,4,test,2
video_21_16,4,test,3
video_21_18,4,test,3
video_21_21,4,test,2
video_22_2,4,test,1
video_22_3,4,test,2
video_22_4,4,test,3
video_22_6,4,test,4
video_22_11,4,test,3
video_22_19,4,test,5
video_23_6,4,test,2
video_23_10,4,test,2
video_23_19,4,test,4
video_23_27,4,test,3
video_23_29,4,test,3
video_23_32,4,test,4
video_23_40,4,test,2
video_23_47,4,test,2
video_23_49,4,test,1
video_23_55,4,test,1
video_24_7,4,test,2
video_24_9,4,test,2
video_24_15,4,test,4
video_24_18,4,test,4
video_24_20,4,test,4
video_25_5,4,test,3
video_25_15,4,test,3
video_25_18,4,test,5
video_25_21,4,test,3
video_25_34,4,test,1
video_25_44,4,test,4
video_25_46,4,test,4
video_25_61,4,test,5
video_25_64,4,test,4
video_25_67,4,test,4
video_26_2,4,test,3
video_26_3,4,test,2
video_26_9,4,test,2
video_26_23,4,test,2
video_26_34,4,test,2
video_26_35,4,test,2
video_26_36,4,test,2
video_26_43,4,test,1
video_26_47,4,test,4
video_26_49,4,test,4
video_26_53,4,test,5
video_26_55,4,test,2
video_26_59,4,test,2
video_26_64,4,test,1
video_26_68,4,test,1
video_27_3,4,test,2
video_27_7,4,test,4
video_27_9,4,test,4
video_27_13,4,test,5
video_27_15,4,test,4
video_27_16,4,test,4
video_27_26,4,test,3
video_27_27,4,test,3
video_27_30,4,test,2
video_27_34,4,test,5
video_27_36,4,test,4
video_27_45,4,test,5
video_27_50,4,test,3
